participantID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,attentioncheck_nogap,article_feel,article_sentiment,article_tone,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,BMIS_outraged_1,BMIS_empathetic_1,SE_1,public_CSE1,private_CSE1,credibility,objective,valid,useful,rl_product_choice,RL_timing_First Click,RL_timing_Last Click,RL_timing_Page Submit,RL_timing_Click Count,rl_shop_intentions,rl_purchase,rl_wom,rl_attitude,SE_2,public_CSE2,private_CSE2,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,BMIS_outraged_2,BMIS_empathetic_2,rr_product_choice,RR_timing_First Click,RR_timing_Last Click,RR_timing_Page Submit,RR_timing_Click Count,rr_shop_intentions,rr_purchase,rr_wom,rr_attitude,attentioncheck_gap,control_summary,CN_scale_1,CN_scale_2,CN_scale_3,CN_scale_4,CN_scale_5,CN_scale_6,CN_scale_7,CN_scale_8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,public_awareness_1,public_awareness_2,public_awareness_3,public_awareness_4,awareness_norms_1,awareness_norms_2,awareness_norms_3,awareness_norms_4,racial_climate_1,racial_climate_2,racial_climate_3,racial_climate_4,disc_concern_1,disc_concern_2,disc_concern_3,disc_concern_4,cb_1,cb_2,cb_3,cb_4,cb_5,cb_6,cb_7,cb_8,cb_9,cb_10,cb_11,cb_12,cb_13,economic_equality,economic_concern,PBRI_1,PBRI_2,PBOI_1,PBOI_2,PBOI_3,purchase_blackbrand,blacklabel_influence,blackbrand_seek,RacialCentrality_1,RacialCentrality_2,RacialCentrality_3,RacialCentrality_4,RacialCentrality_5,RacialCentrality_6,RacialCentrality_7,RacialCentrality_8,PrivateRegard_1,PrivateRegard_2,PrivateRegard_3,PrivateRegard_4,PrivateRegard_5,PrivateRegard_6,PublicRegard_1,PublicRegard_2,PublicRegard_3,PublicRegard_4,PublicRegard_5,PublicRegard_6,frequency ,interracial_contact_1,interracial_contact_2,interracial_contact_3,interracial_contact_4,interracial_contact_5,interracial_contact_6,interracial_contact_7,FeelTherm_1,BA_1,BA_2,BA_3,BA_4,article,collective_concern,personal concern,collective_action,close_circle,community_awareness,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,control_white,control_black,nogap_white,nogap_black,gap_white,gap_black
251,2024-01-25 0:46:25,2024-01-25 1:17:59,0,100,1894,1,2024-01-25 1:18:00,R_1pGpac40XMaCfFE,anonymous,EN,2,5e14d563c4e155ae93907ae1,A study demonstrates that the income gap between white and black Americans over the age of 65 is narrower for college educated individuals. This suggests that expanding access to education will help address racial wealth differences.,4,1,3,1,1,1,3,1,3,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,6,6,6,5,,,,,,,,,,2,2,1,1,1,1,3,1,3,1,2,1,1,2,2,1,1,3,2,1,2,33,5.482,17.952,21.494,8,5,4,1,4,,,2,2,1,4,1,2,2,2,6,4,4,6,5,5,6,4,5,4,5,6,6,5,5,3,3,2,3,2,2,2,1,2,3,2,2,2,4,4,2,2,3,4,3,5,5,3,3,4,5,2,4,3,2,5,5,1,1,1,1,1,1,4,1,5,2,3,5,2,2,4,5,6,6,7,1,5,7,4,5,3,2,4,5,3,2,3,2,6,2,3,2,75,6,6,3,2,I thought it was interesting to focus on people 65 and older. Wouldn't we want to increase wealth equality for people earlier in life? But I did agree that education is vital. Democracy doesn't function if participants aren't educated enough to make good decisions.,"I have no idea, I imagine there is a wide mix of opinions. ""white American"" is a very broad group and I don't like to make assumptions about how people think based on race.",I don't believe I have anything to do with other people's educations so I don't feel responsible for it.,"I don't know, I think they just live their lives and try to treat everyone with kindness and respect. That is what I have observed. Of course you never know what's going on in people's heads and behind closed doors.","I don't really have a social circle, but this is not a topic of conversation. I assume most people I know would like everyone to have equal opportunities and be able to live their lives how they see fit without regard to their race.","No, I don't. We are constantly made aware of race via the media so it doesn't seem necessary to explicitly promote it any further.",49,1,6,3,,4,1,,22,22,many years,a few times,2,,,,3,,
252,2024-01-25 0:09:09,2024-01-25 0:40:48,0,100,1899,1,2024-01-25 0:40:49,R_3nrue61ohlU4AeP,anonymous,EN,2,61501967e49a3d7e1977e4b4,,3,0,2,1,1,1,1,1,4,2,4,1,2,4,4,1,1,1,4,1,4,4,2,2,3,,3,2,,,,,,,,,,4,2,2,1,1,1,1,1,4,1,4,1,2,4,4,1,1,1,4,1,4,33,8.628,25.852,27.756,10,1,1,1,4,,"Income disparity is not as large as some might assume or purport. Income and cost of living tends to be higher in urban areas than in rural areas, but rural areas are assisted by government infrastructure programs.",2,1,1,1,1,3,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,2,2,4,5,4,4,4,4,4,4,1,1,3,5,1,2,1,2,1,1,2,1,1,1,1,2,1,5,5,2,2,3,1,2,1,4,2,2,5,4,7,4,2,2,5,4,5,6,2,2,6,5,5,2,1,5,6,3,3,1,3,4,2,6,2,80,4,4,4,5,I just realized I can't recall the contents of the article. There were so many questions to think about and answer that it removed the article contents from my short-term memory.,"I think most White Americans, from their assumed position of privilege/superiority, like to fool themselves into thinking it's not a major issue and just want the whole discussion to go away. However, it's a major issue that influences every aspect of our society and the opportunities and care options for our fellow non-white Americans. It's a source of tremendous tension in our society because of our failure to address it head on.","I want the issues to be addressed openly and frankly, but I'm not an activist, so I could do better in that regard.","My local community is strongly liberal and does a much better job of working to address racism within the confines of our corporate, bottom-line driven culture, but it's far from the goal. Progress in this regard, this kind of social change, is achingly slow.","My direct social circle is extremely small, and as Buddhists we strive as individuals to treat all beings equally with kindness and compassion. There are regretfully just a few people of color in the current small sangha with whom I have the most interaction, but there were many more in my prior sangha, and all my teachers have been or are people of color. All community or global social efforts place an emphasis on inclusion. ","There is an overall tone of promoting racial awareness in my local community, but it's not collective in the sense that there are far right-wing elements here that definitely do not have such a commitment.",75,1,5,2,,1,2,,21,,,,,0,,,,,
253,2024-01-25 0:27:08,2024-01-25 0:58:48,0,100,1900,1,2024-01-25 0:58:49,R_1WOpl79yAoX1SyF,anonymous,EN,2,5b07afedd4b87a0001777c01,,2,0,3,2,2,2,3,2,3,3,2,3,2,3,2,2,1,2,2,2,3,3,1,4,4,3,5,4,,,,,,,,,,3,1,3,2,2,2,3,1,3,2,3,2,2,3,3,2,1,3,2,2,3,22,13.183,29.276,29.953,4,5,5,6,6,,"Wealthier areas have higher cost of living, but salaries are adjusted for inflation in these areas. Meanwhile, rural and poorer areas are not earning enough to make up for inflation so there is a large disparity between high cost and lost cost of living areas.",1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,1,2,4,5,4,3,4,4,3,3,2,1,2,5,3,5,3,1,2,1,2,1,1,1,1,1,1,5,5,6,4,4,3,2,1,4,3,7,1,3,7,2,3,1,6,3,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,2,3,2,75,3,2,3,3,I can't remember the article.,I believe that many White Americans are concerned about racial issues for the wrong reasons. Or they simply do not care because racial issues don't effect them like minorities.,I cannot remember the article. ,"I believe there are many minority owned businesses that attend community events. Like at festivals and community gatherings, I notice tents that are owned by minorities. So at least for events, my community actively supports addressing racism.",Quite a bit. We talk about politics occasionally and race and inequality always comes up. ,Not as much as there should be.,30,1,5,2,,1,3,,21,,,,,0,,,,,
254,2024-01-25 1:15:17,2024-01-25 1:47:06,0,100,1909,1,2024-01-25 1:47:07,R_5pERmiVLp0Nsmu6,anonymous,EN,2,64812265e9739eed0d51977f,,1,-1,3,1,1,1,1,1,1,1,3,1,3,3,3,1,1,1,3,1,3,4,3,1,6,5,6,6,,,,,,,,,,4,3,1,1,1,1,1,1,3,1,3,1,3,3,3,1,1,1,3,1,3,13,12.908,30.649,31.643,5,6,6,6,6,,the income cost per living for the us was better in 2021 than in the present day,3,4,4,4,3,4,4,4,5,6,5,5,6,3,5,3,3,3,6,3,4,5,4,4,4,4,2,4,4,4,4,4,4,4,4,3,2,3,4,3,1,1,1,1,2,4,2,3,4,2,2,1,4,4,4,5,6,4,4,3,1,5,5,5,5,4,6,4,5,5,6,6,6,6,1,6,6,6,6,3,1,5,5,4,2,2,2,2,2,2,2,92,6,5,6,3,i feel that something should be done about inflation in the country,white Americans are also trying to accept all other people,i do not believe that i am responsible in issues in the article even though i am affected,the allow other races to live among us,my family and friends love other races,"yes, we are open to all races",69,1,5,2,,0,2,,21,,,,,,1,,,,
255,2024-01-25 1:10:52,2024-01-25 1:42:46,0,100,1914,1,2024-01-25 1:42:47,R_57JZReqQUEfJynO,anonymous,EN,2,612962f44f151ddfd0298c52,,3,-1,2,3,3,3,1,1,3,2,3,1,2,3,3,1,1,1,3,1,3,4,4,1,5,5,5,4,,,,,,,,,,4,4,1,2,2,1,1,1,3,1,4,1,3,4,3,1,1,1,3,1,4,23,5.21,24.946,26.113,10,4,4,3,4,,"US income varies widely with incomes growing faster in the larger cities, while small rural area only have seen small increases. Even though it cost more to live in the larger cities it still ends up being better for your overall financial bottom line but it is very hard to move.",2,2,4,4,4,5,4,4,4,6,7,5,6,4,6,2,7,7,7,7,4,4,4,2,4,4,4,4,3,2,2,2,4,3,4,4,1,4,3,1,4,5,5,4,5,5,4,3,4,5,5,5,3,2,4,2,1,1,1,1,1,2,2,5,4,5,5,4,5,4,6,6,5,5,2,5,5,5,5,2,2,6,5,3,3,4,4,4,3,3,3,75,2,2,2,4,"I thought it was the real world facts about economic inequality however having people in every economic group is the only way a democracy can survive, if you work hard you can have money and wealth even if you came from a poor background.","Racism is a very small problem now, I am not concerned about racism and most whites are not concerned. the media causes most of the racial problems in this country.","I am not at all responsible, the federal government is responsible by spending money we don't have which causes inflation.",they are doing what they can to reduce racism,"we place only some importance, most of the racism is made up by the media",No I don't see a commitment to promote racial awareness,63,1,3,1,,5,1,,21,,,,,0,,,,,
256,2024-01-25 0:08:40,2024-01-25 0:40:46,0,100,1925,1,2024-01-25 0:40:47,R_3fqswHbe9fnZ0I2,anonymous,EN,2,64dd3e11a1123030a614608a,"When educational attainment is considered, there is more income equality among both white and black citizens over the age of 65. Thus, college educated whites and blacks over 65 have income equality.",4,0,3,1,1,1,3,1,3,1,3,1,2,3,3,1,1,3,3,1,3,4,2,2,4,5,4,5,25,8.328,18.887,19.964,7,3,3,4,4,4,2,2,1,1,1,3,1,3,1,3,1,1,3,3,1,1,3,3,1,3,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,3,2,4,4,4,4,4,4,4,4,1,1,4,5,1,3,2,2,3,3,3,2,2,1,1,2,2,5,5,1,1,1,1,1,1,4,4,4,4,3,6,4,4,4,6,4,5,6,2,5,6,4,5,2,1,5,4,5,1,1,1,6,1,1,1,95,1,1,1,2,"If it's true, I think it's great that education creates more economic equality.",I think some are very concerned but there is still a large part of the white population that thinks racism doesn't exist or simply choose to ignore it.,I don't think I am personally responsible.,I think many people do actively work to address racism in the community I associate with.,My social circle is very diverse so I think we organically understand racial inequality and try to always deepen our understanding when possible.,"Among my personal community, yes. Among the community at large, I think there are a lot of people trying to promote racial awareness but definitely not the whole of society.",57,1,6,3,,2,2,,21,,,,,,,2,,,
257,2024-01-25 0:51:03,2024-01-25 1:23:12,0,100,1929,1,2024-01-25 1:23:13,R_1nuwU46uatCfPZD,anonymous,EN,2,614aed182df1674b10a4e704,,3,0,3,1,1,1,3,1,3,1,1,1,1,3,1,3,1,1,3,1,3,3,3,1,4,5,5,4,,,,,,,,,,3,3,1,1,1,1,4,1,4,1,1,1,1,2,3,1,1,1,2,1,2,33,6.755,16.581,17.831,7,3,2,1,4,,Infrastructure is a place-based plan to help small communities thrive and evolve. Many Americans are suffering financially because of inflation and social security movement.,1,1,2,4,4,4,5,5,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,1,1,2,2,5,5,4,2,1,1,1,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,5,5,1,1,1,1,1,0,5,4,1,3,1,1,5,3,3,1,6,6,6,1,6,6,5,6,1,5,5,6,2,2,1,2,3,1,4,1,100,1,1,5,7,That it's sad Americans are still facing the same problems from way back then.,Not very concerned,To a great extent,"I don't think people, besides those who work for the city, address racism. ",A very great deal of importance. We want to unlearn biased ideals.,no,29,1,5,2,,1,2,,22,22,4 years,3,2,0,,,,,
258,2024-01-25 1:30:23,2024-01-25 2:02:34,0,100,1930,1,2024-01-25 2:02:34,R_5NslHCOyaC33caT,anonymous,EN,2,614ef4f3b9e5a2f0388fc374,"Income gap between black and white college graduates shows that the gap is smaller among college graduates compare to those over 65 without college education. Therefor the the author argues the study shows the importance of college education for all, especially racial classes that have been discriminated against.",3,0,3,1,2,1,1,1,3,2,3,1,4,3,4,1,1,1,2,1,3,4,1,4,3,5,2,1,22,11.386,27.805,30.44,5,4,4,5,6,4,1,4,1,1,2,1,1,3,1,3,2,4,3,4,1,1,1,3,1,3,,,,,,,,,,,,1,1,1,3,1,1,2,2,2,1,1,2,6,7,6,6,2,1,2,3,7,6,6,5,1,2,3,3,3,2,4,2,4,4,3,3,2,4,3,4,1,3,2,5,2,3,2,2,2,1,2,1,1,5,5,3,1,2,1,2,1,2,1,5,2,4,7,1,4,1,7,3,5,6,5,3,6,3,3,4,2,2,5,4,1,3,3,4,2,3,2,75,2,1,5,3,The article did not seem to present an argument for education resulting in income inequality between white and black racial groups. It was very unclear what the main point of the article was.,"A good amount, but often in a very fearful way. The changing demographics of the US seem to be a major factor. Their is an apparent inability to acknowledge historical events accurately and honestly, which prevents change and results in becoming what is feared by a group, individual, society, nation,etc.","I don't feel personally responsible for things myself, but I do feel responsible for sharing the insights I have to promote change I wish to see.","On a personal level I see interracial relationships often in my community, however the collective consensus seems less able to do this.","My personal experiences with addiction, homelessness, and mental health struggles have put me on a more equal plane in the past. This led to more interactions with a diverse group. I saw the same struggles, the same wants and needs as every other individual, but often different consequences for actions. So like myself others I have been around relate to what I have noted.",I hear the language spoken by leaders but the actions never seem to be a wholehearted attempt to reach equality.,41,1,3,5,,0,1,,21,,,,,,,2,,,
259,2024-01-25 1:56:12,2024-01-25 2:29:04,0,100,1971,1,2024-01-25 2:29:05,R_1ZKRcF7PHuy8khe,anonymous,EN,2,59dc458f77860e000151240e,,2,-1,2,3,1,1,1,1,3,1,2,1,1,3,1,1,1,1,1,1,4,5,3,1,5,5,5,6,24,18.3,28.492,29.456,5,3,2,4,5,5,3,1,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,3,1,3,,,,,,,,,,White people tend to be at higher financial statuses than Black people across different measures of financial security.  This is largely due to past discrimination which has become something that is worked into the system in which people live today.,,3,1,1,1,1,3,1,1,1,1,1,1,7,7,7,7,1,1,2,1,7,7,7,7,2,2,3,2,4,5,1,3,2,5,2,3,1,1,2,5,4,4,4,1,4,4,4,2,3,1,1,4,1,5,5,5,1,1,1,1,1,7,4,6,2,5,6,4,4,3,6,4,5,6,1,4,6,4,4,2,2,4,5,3,1,3,1,6,1,3,1,85,1,1,1,1,"The article was a little confusing because the averages seemed very low.  For example, it said that Black people have an average of $2 in savings, but that doesn't seem very possible as that would mean that most people have zero dollars in savings for it to skew that far.  It also said that Black people have an average of zero dollars in something else - I believe it was home equity.  I suppose this makes sense for people who are renting or homeless, but for the average to be that low, it would mean that so many had zero that it trivialized all amounts above zero.  I tried not to let this color my judgment and tried instead to think about the sentiment of the article and the overall statistics, thinking that there must have been some communication error or hidden factor that was not listed.  As for the sentiment, I thought it was sad that there is so much disparity today, even though we're technically in one of the most peaceful times the planet has ever had and made me want to find solutions to the problems we are having.","I think there are lots of different ways of thinking, so it's hard to cluster them into one answer.  Of course most Republicans are not concerned with people of other races, as if they were then they would likely vote Democratic based on morals.  That accounts for a lot of people in the country, but it is slightly balanced by Democrats who tend to live in more mixed race areas and thus gain more of an understanding that people of other races are people as well, and are worthy of care and respect.  Among my family and friends, there are a lot of White people who respect people of other races and feel empathy for them even when they have struggles we can only imagine, but I do occasionally run into people who have rather backwards attitudes and believe that people of other races are inferior and criminals.","Since I am very poor, I don't think I am personally responsible for any economic disparities.  I also always vote Democrat and tell people about the good that Democratic policies will do for things like race relations and environmentalism, so I believe I am making a slight positive push in this regard.","I live in an area with a fairly high crime rate, so most people keep to themselves.  There are definitely some people who end up being racist after seeing the way people in the neighborhood act and generalizing it to all people of their race despite examples to the contrary.  Some people have more open-minded attitudes, but there's not really a safe way to do anything about it in the neighborhood other than voting.","My social circle values it greatly and we have people of many races within our friend circles as we don't even consider it a factor of their worth when meeting a person.  We also vote whenever we get the chance, and we do research to see which candidates have policies that serve the most good for the most people.  When racial issues come up, we listen with open minds and empathy and try to address the issues as best we can, but nothing has much impact compared to ensuring we vote regularly.","Very loosely as people mostly keep to themselves and only associate with their own small circles.  People do try to keep the peace when they can, and part of that is having good relations with people of other relations, and those who vote Democratically are trying to vote for policies that will serve this as well.",40,1,3,2,,1,1,,22,22,two weeks,18,4,,,,,4,
260,2024-01-25 0:40:05,2024-01-25 1:13:01,0,100,1975,1,2024-01-25 1:13:02,R_33fIkJC4PnWtl7d,anonymous,EN,2,657ed969b33b843f6ea841f1,,2,-1,2,3,2,2,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,1,4,2,6,5,4,22,8.175,24.869,25.782,7,2,2,1,5,3,1,4,3,2,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,3,,,,,,,,,,"Large disparities exist between black and white Americans adults, regardless of their education level. These disparities can be traced back to historically racist lending practices.",,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,4,7,7,5,7,1,2,2,3,4,4,4,4,4,4,4,4,2,2,4,4,1,5,2,3,3,1,3,2,2,1,1,2,1,5,5,3,3,2,2,1,0,5,1,3,2,1,6,2,2,2,6,3,3,6,5,2,3,5,5,2,2,4,6,2,5,1,1,2,3,6,4,75,5,7,7,7,"The figures were not what I would expect them to be, so I question their accuracy. Figures aside, I believe that the message is mostly true and important.","The current racial climate of America is not healthy, safe or equitable. Even those white Americans who don't believe themselves to be racist very often hold subconscious, learned racial prejudices.","Personally, not very. I have equal to or less in savings than the high school educated black Americans in the article, because I am in debt from daily living survival expenses.","The art and music community that I am part of is very inclusive of all people, though most activism is usually geared toward LGBTQ+ than race.",A good amount,yes,39,1,3,2,,0,2,,21,,,,,,,,,4,
261,2024-01-24 22:56:47,2024-01-24 23:30:10,0,100,2003,1,2024-01-24 23:30:11,R_6aku5EB5zc8q49m,anonymous,EN,2,5b566435d8348500012d2d65,THE INCOME DISPARITY BETWEEN WHITE AND BLACKS IS NARROWING. ACCESS TO A COLLEGE EDUCATION WILL MAKE THE FUTURE MORE EQUITABLE FOR BLACKS IN TERMS OF INCOME. BUT THE INCOME DISPARITY BETWEEN WHITES AND BLACKS IS ALSO NARROWING FOR THOSE WITHOUT A COLLEGE EDUCATION.,4,2,5,1,1,1,1,1,4,1,4,1,4,4,4,1,1,1,4,1,4,5,4,1,4,5,4,4,4,11.836,29.215,30.42,4,6,6,4,4,5,4,1,1,1,1,1,1,4,1,4,1,4,4,4,1,1,1,4,1,4,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,7,7,7,7,6,2,2,2,2,3,3,4,3,3,4,3,3,1,1,3,5,1,2,1,1,1,2,5,1,1,1,1,1,1,4,4,4,3,3,1,2,1,5,2,3,2,5,7,2,2,1,7,2,3,6,5,2,7,5,4,2,2,5,5,4,1,2,2,6,1,1,1,95,1,1,1,1,"I think it would be good if the income disparity was actually narrowing but I don't think that is the reality. I feel the article was made up to give this study a basis on which to inquire  on our attitudes. On a side note, white women (and all women) can't even achieve income parity with white men. The ERA has never been added as an amendment to the constitution. Progress is slow if at all.",I think white Americans are mostly unaware or out of touch with the issue. There are so many issues facing america now that this is not at the top of the list for most whites.,"I am an advocate for equal pay for equal work and do not believe that enough has been done for other racial groups than whites. As long as white men are in control there won't be much progress on this issue. However, I do believe that education is the key but since the Supreme Court struck down affirmative action is college admissions this will probably not get any more favorable for blacks and other non-white groups.",I don't see it. ,I try to spend my time with people who share my ideas and values. My immediate group feels the issue is important and are not afraid to state that.,Not really. But this city is very racially mixed with more Mexicans or chicanos than blacks. So there is a certain number of people who are promoting racial awareness but then there are those involved in the backlash due to border and immigration issues. ,71,1,5,2,,1,2,,21,,,,,,,2,,,
262,2024-01-25 0:49:28,2024-01-25 1:22:56,0,100,2007,1,2024-01-25 1:22:56,R_7YrcUBGvypDEzYb,anonymous,EN,2,600b21eaa7a22214843aff36,,3,-2,1,3,2,2,4,1,4,4,2,4,1,3,1,3,1,1,1,3,3,3,2,1,3,1,4,2,36,26.444,57.816,59.307,5,4,1,1,7,4,2,1,3,1,1,3,1,4,3,2,3,2,3,3,3,2,2,2,3,1,,,,,,,,,,"The article states there is a huge disparity between Black and White Americans.
It says there is a huge gap with many White Americans enjoying more wealth and savings than Black Americans.",,1,1,1,1,4,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,4,4,4,4,3,3,5,2,3,3,2,3,1,4,2,2,5,5,4,4,5,3,3,4,5,5,5,4,2,4,5,3,1,1,2,2,1,4,2,7,2,1,6,4,3,3,7,4,4,6,2,5,6,3,3,3,4,3,4,3,2,5,4,5,2,2,2,90,2,3,5,5,"I thought it was very biased and unfair.
I am White (and Native American) and barely survive on less than $15,000 per year, with NO government aid.
I am NOT 'privileged,' nor wealthy, nor get special treatment because I am perceived as 'White'.
I am trying to make a better life for myself, and I think everyone needs to do the same, and stop with all the racial references.
Sorry for the rant, but it is not fair that Whites are generally viewed as 'lucky' and 'privileged' all the time.  It is really old.
Thank you for reading - just my opinion as I struggle daily.","I think it depends on how often they interact with Black people and know their personal circumstances, jobs, etc...
When I had a good, better paying job, I worked with Black people that also had the same as me or far better.  Also, Hispanics, Asians, etc...
Why does it always have to be about RACE?!",I am not at all responsible.,"I honestly have no idea.  I have worked remotely for 4 years now, and do not interact with anyone in this city beyond polite conversations at the grocery store checkout etc...Tonight, I had a nice one with a Black man that I always talk and joke with.  I am fairly certain we make about the same money, or, he makes more and has benefits.  I am not angry at this - I am happy he is doing better than me.
I am trying to move out of here ASAP.",I do not have a social circle.,"As stated, I do not have any idea.  I limit my interactions with my city/community.
",59,"1,3",3,3,,3,2,,21,,,,,,,,,4,
